date,time,window_id,student_id,quantity
2026-01-26,13:27,3,S084,2
2026-01-26,11:48,3,S039,2
2026-01-26,12:43,3,S186,1
2026-01-26,12:02,3,S154,1
2026-01-26,11:00,3,S055,1
2026-01-26,11:48,3,S084,1
2026-01-26,11:00,3,S043,2
2026-01-26,12:34,3,S186,1
2026-01-26,12:04,3,S112,1
2026-01-26,11:29,3,S148,2
2026-01-26,12:36,3,S092,1
2026-01-26,11:25,3,S084,3
2026-01-26,11:51,3,S192,4
2026-01-26,12:05,3,S127,3
2026-01-26,19:25,3,S094,1
2026-01-26,19:21,3,S200,1
2026-01-26,17:04,3,S140,3
2026-01-26,17:57,3,S181,1
2026-01-26,17:15,3,S066,4
2026-01-26,17:11,3,S168,4
2026-01-26,17:11,3,S132,3
2026-01-26,19:48,3,S161,1
2026-01-26,19:40,3,S177,1
2026-01-26,18:09,3,S177,3
2026-01-26,18:50,3,S015,1
2026-01-26,18:32,3,S119,1
2026-01-26,18:02,3,S074,1
2026-01-26,17:41,3,S158,3
2026-01-26,21:29,3,S190,2
2026-01-26,20:28,3,S056,1
2026-01-26,08:32,4,S016,1
2026-01-26,08:06,4,S183,3
2026-01-26,07:32,4,S131,2
2026-01-26,08:33,4,S118,2
2026-01-26,08:24,4,S175,2
2026-01-26,07:50,4,S098,1
2026-01-26,07:35,4,S192,1
2026-01-26,07:21,4,S170,2
2026-01-26,07:58,4,S179,2
2026-01-26,08:08,4,S080,3
2026-01-26,08:41,4,S172,3
2026-01-26,07:41,4,S011,1
2026-01-26,08:19,4,S055,1
2026-01-26,08:49,4,S045,2
2026-01-26,07:04,4,S026,2
2026-01-26,07:42,4,S034,2
2026-01-26,08:09,4,S178,2
2026-01-26,07:46,4,S199,3
2026-01-26,07:28,4,S115,1
2026-01-26,11:34,4,S121,1
2026-01-26,11:23,4,S131,1
2026-01-26,12:49,4,S098,1
2026-01-26,13:33,4,S065,1
2026-01-26,13:08,4,S145,1
2026-01-26,12:35,4,S133,1
2026-01-26,11:18,4,S042,1
2026-01-26,12:28,4,S128,1
2026-01-26,11:58,4,S116,1
2026-01-26,12:59,4,S014,1
2026-01-26,12:32,4,S032,2
2026-01-26,12:14,4,S026,1
2026-01-26,13:41,4,S022,1
2026-01-26,12:58,4,S045,1
2026-01-26,13:30,4,S032,2
2026-01-26,11:16,4,S039,1
2026-01-26,13:46,4,S081,2
2026-01-26,11:19,4,S062,1
2026-01-26,12:40,4,S040,1
2026-01-26,12:38,4,S172,1
2026-01-26,11:45,4,S110,1
2026-01-26,11:39,4,S056,2
2026-01-26,13:42,4,S093,2
2026-01-26,11:33,4,S130,4
2026-01-26,13:01,4,S181,1
2026-01-26,12:23,4,S005,1
2026-01-26,12:50,4,S062,2
2026-01-26,13:42,4,S189,1
2026-01-26,12:08,4,S140,1
2026-01-26,12:52,4,S176,1
2026-01-26,12:44,4,S045,1
2026-01-26,11:45,4,S089,4
2026-01-26,11:02,4,S081,2
2026-01-26,12:32,4,S122,2
2026-01-26,12:02,4,S109,1
2026-01-26,11:55,4,S118,1
2026-01-26,12:56,4,S121,1
2026-01-26,12:11,4,S158,1
2026-01-26,12:51,4,S109,1
2026-01-26,11:27,4,S140,2
2026-01-26,12:20,4,S084,2
2026-01-26,13:18,4,S127,1
2026-01-26,11:44,4,S109,4
2026-01-26,13:27,4,S015,2
2026-01-26,11:42,4,S199,1
2026-01-26,11:01,4,S156,2
2026-01-26,13:50,4,S075,1
2026-01-26,13:23,4,S009,1
2026-01-26,13:09,4,S096,1
2026-01-26,12:48,4,S036,2
2026-01-26,13:23,4,S076,1
2026-01-26,11:01,4,S121,1
2026-01-26,13:07,4,S067,1
2026-01-26,13:28,4,S157,1
2026-01-26,12:44,4,S043,3
2026-01-26,11:54,4,S045,2
2026-01-26,13:28,4,S082,1
2026-01-26,13:22,4,S089,1
2026-01-26,12:54,4,S182,1
2026-01-26,13:40,4,S093,1
2026-01-26,13:14,4,S052,1
2026-01-26,11:15,4,S162,1
2026-01-26,13:23,4,S034,1
2026-01-26,13:56,4,S080,2
2026-01-26,12:45,4,S124,2
2026-01-26,13:04,4,S082,1
2026-01-26,13:04,4,S100,1
2026-01-26,11:56,4,S174,2
2026-01-26,11:49,4,S026,1
2026-01-26,11:33,4,S043,3
2026-01-26,11:20,4,S158,2
2026-01-26,12:54,4,S051,1
2026-01-26,13:35,4,S161,1
2026-01-26,12:39,4,S051,2
2026-01-26,13:37,4,S169,1
2026-01-26,13:46,4,S169,1
2026-01-26,11:52,4,S186,3
2026-01-26,13:16,4,S107,1
2026-01-26,13:40,4,S161,1
2026-01-26,13:18,4,S076,2
2026-01-26,19:25,4,S019,1
2026-01-26,19:03,4,S107,1
2026-01-26,18:29,4,S156,3
2026-01-26,17:20,4,S100,1
2026-01-26,18:08,4,S037,4
2026-01-26,18:15,4,S076,3
2026-01-26,17:06,4,S099,1
2026-01-26,19:26,4,S041,1
2026-01-26,18:59,4,S049,1
2026-01-26,18:32,4,S128,1
2026-01-26,17:05,4,S075,1
2026-01-26,17:37,4,S151,2
2026-01-26,19:56,4,S081,1
2026-01-26,19:00,4,S078,1
2026-01-26,19:23,4,S123,2
2026-01-26,17:36,4,S081,1
2026-01-26,17:24,4,S072,2
2026-01-26,19:43,4,S034,1
2026-01-26,18:23,4,S111,1
2026-01-26,17:12,4,S023,2
2026-01-26,17:02,4,S086,2
2026-01-26,18:33,4,S156,3
2026-01-26,17:20,4,S122,2
2026-01-26,19:47,4,S152,2
2026-01-26,19:34,4,S140,1
2026-01-26,17:23,4,S126,1
2026-01-26,19:19,4,S177,2
2026-01-26,19:01,4,S189,2
2026-01-26,19:36,4,S014,4
2026-01-26,19:30,4,S162,1
2026-01-26,19:39,4,S200,1
2026-01-26,17:02,4,S049,2
2026-01-26,17:28,4,S066,1
2026-01-26,18:32,4,S189,3
2026-01-26,19:03,4,S168,3
2026-01-26,18:42,4,S052,1
2026-01-26,18:58,4,S199,2
2026-01-26,19:43,4,S177,2
2026-01-26,18:12,4,S092,1
2026-01-26,17:19,4,S177,3
2026-01-26,19:31,4,S080,1
2026-01-26,18:07,4,S122,2
2026-01-26,18:49,4,S081,1
2026-01-26,19:05,4,S077,3
2026-01-26,19:30,4,S138,1
2026-01-26,18:59,4,S037,1
2026-01-26,19:47,4,S194,3
2026-01-26,19:14,4,S124,1
2026-01-26,18:45,4,S045,1
2026-01-26,17:35,4,S189,4
2026-01-26,18:30,4,S074,4
2026-01-26,18:18,4,S023,1
2026-01-26,19:36,4,S190,2
2026-01-26,19:54,4,S045,1
2026-01-26,18:56,4,S010,1
2026-01-26,18:50,4,S075,1
2026-01-26,17:00,4,S155,2
2026-01-26,17:59,4,S186,2
2026-01-26,19:33,4,S130,2
2026-01-26,18:17,4,S029,2
2026-01-26,18:10,4,S056,1
2026-01-26,17:47,4,S199,1
2026-01-26,17:11,4,S123,1
2026-01-26,18:32,4,S034,1
2026-01-26,17:08,4,S002,1
2026-01-26,18:24,4,S193,3
2026-01-26,18:21,4,S003,1
2026-01-26,18:41,4,S194,1
2026-01-26,17:29,4,S152,1
2026-01-26,21:44,4,S076,2
2026-01-26,21:39,4,S035,2
2026-01-26,21:09,4,S096,1
2026-01-26,21:44,4,S160,1
2026-01-26,20:48,4,S194,2
2026-01-26,20:33,4,S020,1
2026-01-26,07:03,5,S052,4
2026-01-26,07:10,5,S032,1
2026-01-26,07:45,5,S131,1
2026-01-26,08:51,5,S034,2
2026-01-26,08:29,5,S196,3
2026-01-26,08:46,5,S066,4
2026-01-26,07:47,5,S019,2
2026-01-26,07:27,5,S018,1
2026-01-26,07:59,5,S047,1
2026-01-26,07:49,5,S108,2
2026-01-26,08:57,5,S097,1
2026-01-26,08:05,5,S144,1
2026-01-26,07:41,5,S138,3
2026-01-26,08:33,5,S058,1
2026-01-26,07:48,5,S077,1
2026-01-26,08:43,5,S103,1
2026-01-26,11:15,5,S048,1
2026-01-26,13:48,5,S170,1
2026-01-26,12:39,5,S005,1
2026-01-26,11:13,5,S153,1
2026-01-26,11:28,5,S013,2
2026-01-26,11:47,5,S113,2
2026-01-26,11:34,5,S199,1
2026-01-26,11:08,5,S160,4
2026-01-26,12:36,5,S088,1
2026-01-26,11:19,5,S134,1
2026-01-26,11:26,5,S167,3
2026-01-26,13:58,5,S174,1
2026-01-26,12:35,5,S165,4
2026-01-26,13:24,5,S111,1
2026-01-26,12:09,5,S048,4
2026-01-26,13:30,5,S058,1
2026-01-26,12:54,5,S015,3
2026-01-26,13:26,5,S040,1
2026-01-26,12:15,5,S085,4
2026-01-26,13:05,5,S024,1
2026-01-26,13:46,5,S103,1
2026-01-26,13:38,5,S049,4
2026-01-26,13:46,5,S051,1
2026-01-26,12:19,5,S048,2
2026-01-26,13:07,5,S063,2
2026-01-26,13:38,5,S057,1
2026-01-26,13:20,5,S138,2
2026-01-26,13:22,5,S127,1
2026-01-26,12:06,5,S195,3
2026-01-26,12:58,5,S081,1
2026-01-26,12:02,5,S042,1
2026-01-26,11:16,5,S111,4
2026-01-26,12:09,5,S059,3
2026-01-26,12:36,5,S188,1
2026-01-26,13:21,5,S126,2
2026-01-26,13:41,5,S098,1
2026-01-26,11:08,5,S144,1
2026-01-26,13:03,5,S020,1
2026-01-26,13:03,5,S177,1
2026-01-26,11:04,5,S130,1
2026-01-26,12:23,5,S164,1
2026-01-26,13:59,5,S126,4
2026-01-26,11:00,5,S008,4
2026-01-26,19:46,5,S074,2
2026-01-26,17:32,5,S046,1
2026-01-26,17:58,5,S039,1
2026-01-26,17:12,5,S098,2
2026-01-26,18:50,5,S107,2
2026-01-26,18:36,5,S179,1
2026-01-26,17:19,5,S168,3
2026-01-26,19:48,5,S104,2
2026-01-26,18:24,5,S004,3
2026-01-26,19:10,5,S112,2
2026-01-26,19:50,5,S025,2
2026-01-26,19:58,5,S055,1
2026-01-26,19:56,5,S022,3
2026-01-26,19:59,5,S140,3
2026-01-26,19:42,5,S081,1
2026-01-26,17:13,5,S183,1
2026-01-26,18:59,5,S042,1
2026-01-26,19:15,5,S174,2
2026-01-26,19:21,5,S177,4
2026-01-26,19:05,5,S014,1
2026-01-26,17:27,5,S020,1
2026-01-26,18:38,5,S102,1
2026-01-26,18:01,5,S116,4
2026-01-26,18:14,5,S111,2
2026-01-26,17:43,5,S176,2
2026-01-26,18:51,5,S019,1
2026-01-26,17:17,5,S183,1
2026-01-26,19:09,5,S029,1
2026-01-26,20:00,5,S075,1
2026-01-26,20:08,5,S111,3
2026-01-26,21:35,5,S009,2
2026-01-26,10:38,5,S154,2
2026-01-26,14:55,5,S099,2
2026-01-26,09:18,5,S106,1
2026-01-26,15:49,5,S022,1
2026-01-26,20:57,5,S144,2
2026-01-27,07:36,1,S048,1
2026-01-27,07:17,1,S023,1
2026-01-27,07:27,1,S077,1
2026-01-27,08:50,1,S065,1
2026-01-27,07:46,1,S053,1
2026-01-27,12:06,1,S002,1
2026-01-27,12:21,1,S097,1
2026-01-27,12:21,1,S167,3
2026-01-27,13:08,1,S053,1
2026-01-27,12:20,1,S102,1
2026-01-27,12:18,1,S189,2
2026-01-27,11:20,1,S101,1
2026-01-27,12:07,1,S178,2
2026-01-27,11:43,1,S147,3
2026-01-27,13:13,1,S023,3
2026-01-27,12:43,1,S069,1
2026-01-27,12:42,1,S109,3
2026-01-27,12:04,1,S192,1
2026-01-27,12:34,1,S178,1
2026-01-27,12:34,1,S093,1
2026-01-27,13:57,1,S029,4
2026-01-27,11:49,1,S171,1
2026-01-27,12:10,1,S120,1
2026-01-27,12:50,1,S073,2
2026-01-27,11:32,1,S189,1
2026-01-27,11:28,1,S195,1
2026-01-27,13:32,1,S007,1
2026-01-27,12:06,1,S022,1
2026-01-27,11:53,1,S093,1
2026-01-27,12:29,1,S100,1
2026-01-27,18:06,1,S094,2
2026-01-27,17:19,1,S182,1
2026-01-27,17:01,1,S048,1
2026-01-27,19:15,1,S097,3
2026-01-27,19:27,1,S120,1
2026-01-27,19:11,1,S169,2
2026-01-27,18:25,1,S158,1
2026-01-27,17:28,1,S060,1
2026-01-27,17:17,1,S017,1
2026-01-27,19:06,1,S107,1
2026-01-27,18:12,1,S156,1
2026-01-27,19:40,1,S118,1
2026-01-27,19:07,1,S159,1
2026-01-27,17:52,1,S158,1
2026-01-27,19:05,1,S069,1
2026-01-27,18:07,1,S178,1
2026-01-27,17:32,1,S189,1
2026-01-27,18:27,1,S163,1
2026-01-27,19:44,1,S045,2
2026-01-27,20:31,1,S048,1
2026-01-27,21:53,1,S106,2
2026-01-27,20:31,1,S099,2
2026-01-27,08:26,2,S097,1
2026-01-27,08:10,2,S008,2
2026-01-27,07:18,2,S058,2
2026-01-27,08:10,2,S185,1
2026-01-27,08:35,2,S057,1
2026-01-27,08:34,2,S172,1
2026-01-27,12:34,2,S109,1
2026-01-27,11:47,2,S077,2
2026-01-27,11:28,2,S023,1
2026-01-27,12:55,2,S061,1
2026-01-27,11:51,2,S166,2
2026-01-27,13:40,2,S187,1
2026-01-27,11:52,2,S016,1
2026-01-27,13:22,2,S041,2
2026-01-27,12:45,2,S147,3
2026-01-27,12:54,2,S025,1
2026-01-27,11:48,2,S071,1
2026-01-27,13:08,2,S032,1
2026-01-27,13:20,2,S174,1
2026-01-27,12:31,2,S162,1
2026-01-27,12:40,2,S150,1
2026-01-27,11:25,2,S082,1
2026-01-27,12:31,2,S186,1
2026-01-27,13:05,2,S157,1
2026-01-27,13:22,2,S102,1
2026-01-27,11:27,2,S072,1
2026-01-27,12:21,2,S113,1
2026-01-27,12:57,2,S024,1
2026-01-27,13:50,2,S040,3
2026-01-27,12:29,2,S110,1
2026-01-27,11:44,2,S078,2
2026-01-27,11:55,2,S155,2
2026-01-27,12:16,2,S171,1
2026-01-27,19:10,2,S161,1
2026-01-27,18:46,2,S155,1
2026-01-27,17:45,2,S055,1
2026-01-27,18:04,2,S058,2
2026-01-27,19:43,2,S076,1
2026-01-27,17:55,2,S021,1
2026-01-27,17:24,2,S027,1
2026-01-27,17:20,2,S085,1
2026-01-27,17:41,2,S121,2
2026-01-27,19:00,2,S077,1
2026-01-27,19:13,2,S091,1
2026-01-27,19:43,2,S024,4
2026-01-27,17:48,2,S187,2
2026-01-27,18:22,2,S030,1
2026-01-27,17:17,2,S142,1
2026-01-27,19:46,2,S177,1
2026-01-27,17:54,2,S053,1
2026-01-27,19:38,2,S076,1
2026-01-27,19:03,2,S062,1
2026-01-27,18:24,2,S128,1
2026-01-27,19:38,2,S004,1
2026-01-27,21:59,2,S131,3
2026-01-27,07:48,3,S019,1
2026-01-27,11:37,3,S068,1
2026-01-27,11:02,3,S102,4
2026-01-27,13:18,3,S125,3
2026-01-27,12:44,3,S144,2
2026-01-27,13:09,3,S080,1
2026-01-27,11:32,3,S040,1
2026-01-27,13:20,3,S182,2
2026-01-27,19:41,3,S179,3
2026-01-27,18:46,3,S078,1
2026-01-27,17:59,3,S171,1
2026-01-27,17:19,3,S051,1
2026-01-27,17:00,3,S042,2
2026-01-27,21:22,3,S185,1
2026-01-27,08:08,4,S188,1
2026-01-27,07:49,4,S127,2
2026-01-27,08:33,4,S183,1
2026-01-27,07:31,4,S151,1
2026-01-27,07:23,4,S198,1
2026-01-27,07:57,4,S059,1
2026-01-27,07:02,4,S023,1
2026-01-27,08:23,4,S022,1
2026-01-27,08:14,4,S094,1
2026-01-27,08:52,4,S096,1
2026-01-27,07:32,4,S068,1
2026-01-27,07:25,4,S120,4
2026-01-27,08:49,4,S162,1
2026-01-27,08:00,4,S092,2
2026-01-27,07:29,4,S198,1
2026-01-27,07:46,4,S063,2
2026-01-27,07:00,4,S161,2
2026-01-27,08:40,4,S086,1
2026-01-27,07:48,4,S187,1
2026-01-27,12:06,4,S061,1
2026-01-27,12:31,4,S037,1
2026-01-27,13:17,4,S060,3
2026-01-27,13:26,4,S032,2
2026-01-27,13:06,4,S122,4
2026-01-27,11:37,4,S044,1
2026-01-27,11:18,4,S081,2
2026-01-27,12:44,4,S134,3
2026-01-27,12:14,4,S052,1
2026-01-27,11:49,4,S037,1
2026-01-27,11:28,4,S160,2
2026-01-27,12:49,4,S079,1
2026-01-27,12:16,4,S200,2
2026-01-27,12:52,4,S067,1
2026-01-27,12:09,4,S064,2
2026-01-27,12:25,4,S078,1
2026-01-27,11:01,4,S143,1
2026-01-27,13:35,4,S119,1
2026-01-27,11:51,4,S026,2
2026-01-27,11:08,4,S103,2
2026-01-27,12:43,4,S173,1
2026-01-27,13:16,4,S028,1
2026-01-27,11:57,4,S024,3
2026-01-27,12:07,4,S119,1
2026-01-27,11:10,4,S122,2
2026-01-27,12:01,4,S109,1
2026-01-27,11:58,4,S072,1
2026-01-27,12:56,4,S158,1
2026-01-27,13:39,4,S076,1
2026-01-27,12:26,4,S033,2
2026-01-27,12:24,4,S052,1
2026-01-27,13:56,4,S161,1
2026-01-27,11:24,4,S161,3
2026-01-27,12:22,4,S121,1
2026-01-27,12:11,4,S153,1
2026-01-27,11:01,4,S015,3
2026-01-27,12:33,4,S071,2
2026-01-27,11:06,4,S062,1
2026-01-27,12:34,4,S015,3
2026-01-27,11:36,4,S091,2
2026-01-27,11:11,4,S082,1
2026-01-27,13:44,4,S109,1
2026-01-27,13:36,4,S049,2
2026-01-27,12:34,4,S033,2
2026-01-27,11:14,4,S145,1
2026-01-27,11:21,4,S044,3
2026-01-27,12:45,4,S083,2
2026-01-27,11:01,4,S181,1
2026-01-27,11:49,4,S135,1
2026-01-27,12:04,4,S102,1
2026-01-27,13:06,4,S049,2
2026-01-27,13:27,4,S167,1
2026-01-27,12:11,4,S177,1
2026-01-27,12:14,4,S097,2
2026-01-27,12:46,4,S005,3
2026-01-27,13:36,4,S146,1
2026-01-27,11:11,4,S157,2
2026-01-27,11:40,4,S037,1
2026-01-27,12:47,4,S089,2
2026-01-27,12:10,4,S182,1
2026-01-27,13:40,4,S010,1
2026-01-27,12:13,4,S018,2
2026-01-27,12:16,4,S013,1
2026-01-27,12:28,4,S106,1
2026-01-27,12:56,4,S034,2
2026-01-27,18:50,4,S200,2
2026-01-27,17:10,4,S009,2
2026-01-27,18:01,4,S019,2
2026-01-27,18:10,4,S029,1
2026-01-27,19:57,4,S177,1
2026-01-27,18:45,4,S168,1
2026-01-27,17:38,4,S034,1
2026-01-27,18:13,4,S162,3
2026-01-27,19:59,4,S081,1
2026-01-27,18:15,4,S101,1
2026-01-27,19:35,4,S111,1
2026-01-27,17:27,4,S170,3
2026-01-27,19:38,4,S066,1
2026-01-27,17:40,4,S021,1
2026-01-27,18:54,4,S102,1
2026-01-27,18:31,4,S186,2
2026-01-27,19:24,4,S098,1
2026-01-27,18:11,4,S136,3
2026-01-27,18:14,4,S048,3
2026-01-27,19:42,4,S172,1
2026-01-27,18:51,4,S151,2
2026-01-27,17:35,4,S100,3
2026-01-27,19:26,4,S140,2
2026-01-27,19:56,4,S077,1
2026-01-27,17:25,4,S129,1
2026-01-27,19:57,4,S179,2
2026-01-27,17:07,4,S051,1
2026-01-27,17:51,4,S011,2
2026-01-27,18:05,4,S180,3
2026-01-27,17:53,4,S028,3
2026-01-27,17:24,4,S080,1
2026-01-27,19:29,4,S179,1
2026-01-27,19:33,4,S048,4
2026-01-27,17:36,4,S026,2
2026-01-27,17:36,4,S138,1
2026-01-27,18:56,4,S150,3
2026-01-27,19:38,4,S123,3
2026-01-27,17:39,4,S022,1
2026-01-27,18:56,4,S025,1
2026-01-27,19:30,4,S006,1
2026-01-27,18:52,4,S150,1
2026-01-27,19:43,4,S059,1
2026-01-27,17:19,4,S097,2
2026-01-27,18:46,4,S057,1
2026-01-27,18:13,4,S150,1
2026-01-27,19:55,4,S049,1
2026-01-27,17:19,4,S159,1
2026-01-27,19:01,4,S052,3
2026-01-27,17:15,4,S013,1
2026-01-27,18:45,4,S095,1
2026-01-27,18:32,4,S175,2
2026-01-27,20:15,4,S052,1
2026-01-27,21:37,4,S078,1
2026-01-27,20:18,4,S013,1
2026-01-27,20:54,4,S057,1
2026-01-27,20:43,4,S167,1
2026-01-27,07:55,5,S003,1
2026-01-27,08:58,5,S045,2
2026-01-27,07:14,5,S079,1
2026-01-27,08:27,5,S118,2
2026-01-27,08:13,5,S176,1
2026-01-27,08:37,5,S131,4
2026-01-27,08:35,5,S082,1
2026-01-27,07:30,5,S071,1
2026-01-27,08:55,5,S168,1
2026-01-27,08:12,5,S196,4
2026-01-27,07:57,5,S154,1
2026-01-27,08:42,5,S009,1
2026-01-27,13:31,5,S111,1
2026-01-27,12:24,5,S160,2
2026-01-27,11:21,5,S138,1
2026-01-27,13:50,5,S092,3
2026-01-27,13:19,5,S143,1
2026-01-27,11:18,5,S033,1
2026-01-27,13:16,5,S047,1
2026-01-27,13:57,5,S098,1
2026-01-27,11:47,5,S093,1
2026-01-27,12:16,5,S034,1
2026-01-27,12:03,5,S176,2
2026-01-27,11:30,5,S103,1
2026-01-27,13:19,5,S039,1
2026-01-27,11:12,5,S118,1
2026-01-27,11:20,5,S023,1
2026-01-27,12:21,5,S178,1
2026-01-27,11:00,5,S045,1
2026-01-27,13:48,5,S196,1
2026-01-27,11:08,5,S107,3
2026-01-27,12:30,5,S049,3
2026-01-27,13:23,5,S194,1
2026-01-27,13:12,5,S002,1
2026-01-27,13:46,5,S178,2
2026-01-27,12:19,5,S099,1
2026-01-27,13:37,5,S012,1
2026-01-27,12:18,5,S135,1
2026-01-27,12:27,5,S088,2
2026-01-27,12:22,5,S107,2
2026-01-27,11:14,5,S034,1
2026-01-27,11:46,5,S130,1
2026-01-27,11:07,5,S010,1
2026-01-27,12:56,5,S160,2
2026-01-27,11:38,5,S188,1
2026-01-27,11:03,5,S103,1
2026-01-27,11:35,5,S180,2
2026-01-27,11:13,5,S082,1
2026-01-27,12:42,5,S134,2
2026-01-27,18:39,5,S029,1
2026-01-27,19:46,5,S029,1
2026-01-27,18:12,5,S134,1
2026-01-27,17:22,5,S012,2
2026-01-27,19:31,5,S125,3
2026-01-27,18:15,5,S172,2
2026-01-27,17:58,5,S147,1
2026-01-27,19:31,5,S024,2
2026-01-27,19:04,5,S064,1
2026-01-27,19:14,5,S068,1
2026-01-27,18:03,5,S045,3
2026-01-27,17:54,5,S174,1
